Logging to ./experiments/advantage_regularized_ppo/
---------------------------------
| rollout/           |          |
|    policy_gradient_loss_U_1 | -0.000101    |
|    value_loss               | 5.82         |
|    value_loss_B_0           | 5.07         |
|    value_loss_B_1           | 3.48         |
|    value_loss_U_0           | 4.1          |
|    value_loss_U_1           | 1.81         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.868565      |
|    benefit_1                | 0.6788955     |
|    bias_estimate            | 0.18966955    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 391           |
|    ep_rew_mean_B_0          | 558           |
|    ep_rew_mean_B_1          | 469           |
|    ep_rew_mean_U_0          | 483           |
|    ep_rew_mean_U_1          | 328           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 86            |
|    time_elapsed             | 1504          |
|    total_timesteps          | 344000        |
| train/                      |               |
|    approx_kl                | 0.00020833766 |
|    clip_fraction            | 0.000347      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0937       |
|    explained_variance       | 0.00268       |
|    explained_variance_B_0   | 0.0201        |
|    explained_variance_B_1   | 0.0284        |
|    explained_variance_U_0   | 0.0245        |
|    explained_variance_U_1   | 0.0436        |
|    learning_rate            | 1e-05         |
|    loss                     | 6.77          |
|    n_updates                | 850           |
|    policy_gradient_loss     | -0.000234     |
|    policy_gradient_loss_B_0 | -8.8e-05      |
|    policy_gradient_loss_B_1 | 0.000174      |
|    policy_gradient_loss_U_0 | -0.000479     |
|    policy_gradient_loss_U_1 | -0.000126     |
|    value_loss               | 5.96          |
|    value_loss_B_0           | 5.15          |
|    value_loss_B_1           | 3.91          |
|    value_loss_U_0           | 4.01          |
|    value_loss_U_1           | 1.91          |
-----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.8841741    |
|    benefit_1                | 0.6515635    |
|    bias_estimate            | 0.23261058   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 391          |
|    ep_rew_mean_B_0          | 558          |
|    ep_rew_mean_B_1          | 469          |
|    ep_rew_mean_U_0          | 483          |
|    ep_rew_mean_U_1          | 327          |
| time/                       |              |
|    fps                      | 228          |
|    iterations               | 87           |
|    time_elapsed             | 1522         |
|    total_timesteps          | 348000       |
| train/                      |              |
|    approx_kl                | 0.0006150101 |
|    clip_fraction            | 0.0034       |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.0851      |
|    explained_variance       | 0.00549      |
|    explained_variance_B_0   | 0.024        |
|    explained_variance_B_1   | 0.0296       |
|    explained_variance_U_0   | 0.0332       |
|    explained_variance_U_1   | 0.0472       |
|    learning_rate            | 1e-05        |
|    loss                     | 6.93         |
|    n_updates                | 860          |
|    policy_gradient_loss     | -0.00066     |
|    policy_gradient_loss_B_0 | -0.000309    |
|    policy_gradient_loss_B_1 | -0.000175    |
|    policy_gradient_loss_U_0 | 0.000415     |
|    policy_gradient_loss_U_1 | 0.000227     |
|    value_loss               | 5.7          |
|    value_loss_B_0           | 4.58         |
|    value_loss_B_1           | 3.93         |
|    value_loss_U_0           | 3.82         |
|    value_loss_U_1           | 2.09         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.84736       |
|    benefit_1                | 0.64681095    |
|    bias_estimate            | 0.20054907    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 390           |
|    ep_rew_mean_B_0          | 557           |
|    ep_rew_mean_B_1          | 469           |
|    ep_rew_mean_U_0          | 482           |
|    ep_rew_mean_U_1          | 327           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 88            |
|    time_elapsed             | 1539          |
|    total_timesteps          | 352000        |
| train/                      |               |
|    approx_kl                | 0.00019307759 |
|    clip_fraction            | 0.00067       |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0895       |
|    explained_variance       | 0.0109        |
|    explained_variance_B_0   | 0.0206        |
|    explained_variance_B_1   | 0.0258        |
|    explained_variance_U_0   | 0.0275        |
|    explained_variance_U_1   | 0.0431        |
|    learning_rate            | 1e-05         |
|    loss                     | 13.1          |
|    n_updates                | 870           |
|    policy_gradient_loss     | -0.000215     |
|    policy_gradient_loss_B_0 | -7.07e-05     |
|    policy_gradient_loss_B_1 | -0.000137     |
|    policy_gradient_loss_U_0 | -4.27e-05     |
|    policy_gradient_loss_U_1 | -0.000618     |
|    value_loss               | 6.39          |
|    value_loss_B_0           | 4.82          |
|    value_loss_B_1           | 4.09          |
|    value_loss_U_0           | 3.71          |
|    value_loss_U_1           | 2.29          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8553468     |
|    benefit_1                | 0.6522205     |
|    bias_estimate            | 0.20312631    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 391           |
|    ep_rew_mean_B_0          | 558           |
|    ep_rew_mean_B_1          | 470           |
|    ep_rew_mean_U_0          | 482           |
|    ep_rew_mean_U_1          | 327           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 89            |
|    time_elapsed             | 1557          |
|    total_timesteps          | 356000        |
| train/                      |               |
|    approx_kl                | 4.4094486e-05 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.096        |
|    explained_variance       | -0.00156      |
|    explained_variance_B_0   | 0.0148        |
|    explained_variance_B_1   | 0.0166        |
|    explained_variance_U_0   | 0.0251        |
|    explained_variance_U_1   | 0.0347        |
|    learning_rate            | 1e-05         |
|    loss                     | 4.03          |
|    n_updates                | 880           |
|    policy_gradient_loss     | -2.9e-05      |
|    policy_gradient_loss_B_0 | -8.84e-05     |
|    policy_gradient_loss_B_1 | -3.59e-05     |
|    policy_gradient_loss_U_0 | -0.000151     |
|    policy_gradient_loss_U_1 | 1.58e-05      |
|    value_loss               | 6.32          |
|    value_loss_B_0           | 4.77          |
|    value_loss_B_1           | 3.49          |
|    value_loss_U_0           | 3.81          |
|    value_loss_U_1           | 1.81          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8665154     |
|    benefit_1                | 0.67646044    |
|    bias_estimate            | 0.19005495    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 392           |
|    ep_rew_mean_B_0          | 559           |
|    ep_rew_mean_B_1          | 470           |
|    ep_rew_mean_U_0          | 482           |
|    ep_rew_mean_U_1          | 325           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 90            |
|    time_elapsed             | 1574          |
|    total_timesteps          | 360000        |
| train/                      |               |
|    approx_kl                | 8.0246835e-05 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0943       |
|    explained_variance       | 0.00357       |
|    explained_variance_B_0   | 0.0223        |
|    explained_variance_B_1   | 0.0279        |
|    explained_variance_U_0   | 0.0336        |
|    explained_variance_U_1   | 0.047         |
|    learning_rate            | 1e-05         |
|    loss                     | 7.45          |
|    n_updates                | 890           |
|    policy_gradient_loss     | -6.02e-05     |
|    policy_gradient_loss_B_0 | -0.000104     |
|    policy_gradient_loss_B_1 | 0.000138      |
|    policy_gradient_loss_U_0 | -0.000115     |
|    policy_gradient_loss_U_1 | -0.000114     |
|    value_loss               | 5.79          |
|    value_loss_B_0           | 5.29          |
|    value_loss_B_1           | 3.75          |
|    value_loss_U_0           | 4.11          |
|    value_loss_U_1           | 1.95          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.82634825    |
|    benefit_1                | 0.692675      |
|    bias_estimate            | 0.13367325    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 390           |
|    ep_rew_mean_B_0          | 559           |
|    ep_rew_mean_B_1          | 470           |
|    ep_rew_mean_U_0          | 482           |
|    ep_rew_mean_U_1          | 323           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 91            |
|    time_elapsed             | 1592          |
|    total_timesteps          | 364000        |
| train/                      |               |
|    approx_kl                | 0.00012487905 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.102        |
|    explained_variance       | 0.0103        |
|    explained_variance_B_0   | 0.033         |
|    explained_variance_B_1   | 0.0174        |
|    explained_variance_U_0   | 0.0367        |
|    explained_variance_U_1   | 0.0411        |
|    learning_rate            | 1e-05         |
|    loss                     | 6.01          |
|    n_updates                | 900           |
|    policy_gradient_loss     | -7.26e-05     |
|    policy_gradient_loss_B_0 | 9.33e-05      |
|    policy_gradient_loss_B_1 | -8.37e-05     |
|    policy_gradient_loss_U_0 | 0.000258      |
|    policy_gradient_loss_U_1 | -0.000108     |
|    value_loss               | 5.79          |
|    value_loss_B_0           | 4.72          |
|    value_loss_B_1           | 3.79          |
|    value_loss_U_0           | 3.79          |
|    value_loss_U_1           | 1.98          |
-----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.86565644   |
|    benefit_1                | 0.6527226    |
|    bias_estimate            | 0.21293384   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 388          |
|    ep_rew_mean_B_0          | 558          |
|    ep_rew_mean_B_1          | 470          |
|    ep_rew_mean_U_0          | 480          |
|    ep_rew_mean_U_1          | 321          |
| time/                       |              |
|    fps                      | 228          |
|    iterations               | 92           |
|    time_elapsed             | 1609         |
|    total_timesteps          | 368000       |
| train/                      |              |
|    approx_kl                | 0.0005042751 |
|    clip_fraction            | 0.0025       |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.0898      |
|    explained_variance       | -0.000535    |
|    explained_variance_B_0   | 0.0264       |
|    explained_variance_B_1   | 0.0148       |
|    explained_variance_U_0   | 0.0354       |
|    explained_variance_U_1   | 0.0319       |
|    learning_rate            | 1e-05        |
|    loss                     | 4.2          |
|    n_updates                | 910          |
|    policy_gradient_loss     | -0.000481    |
|    policy_gradient_loss_B_0 | -0.000446    |
|    policy_gradient_loss_B_1 | 0.000126     |
|    policy_gradient_loss_U_0 | -1.36e-05    |
|    policy_gradient_loss_U_1 | 0.000732     |
|    value_loss               | 5.34         |
|    value_loss_B_0           | 4.91         |
|    value_loss_B_1           | 3.63         |
|    value_loss_U_0           | 3.83         |
|    value_loss_U_1           | 1.95         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8552562     |
|    benefit_1                | 0.6574106     |
|    bias_estimate            | 0.19784558    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 388           |
|    ep_rew_mean_B_0          | 558           |
|    ep_rew_mean_B_1          | 470           |
|    ep_rew_mean_U_0          | 480           |
|    ep_rew_mean_U_1          | 320           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 93            |
|    time_elapsed             | 1627          |
|    total_timesteps          | 372000        |
| train/                      |               |
|    approx_kl                | 0.00018932423 |
|    clip_fraction            | 0.00112       |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0824       |
|    explained_variance       | 0.00277       |
|    explained_variance_B_0   | 0.0232        |
|    explained_variance_B_1   | 0.0307        |
|    explained_variance_U_0   | 0.0319        |
|    explained_variance_U_1   | 0.0506        |
|    learning_rate            | 1e-05         |
|    loss                     | 8.77          |
|    n_updates                | 920           |
|    policy_gradient_loss     | -0.000471     |
|    policy_gradient_loss_B_0 | -0.000132     |
|    policy_gradient_loss_B_1 | -0.000287     |
|    policy_gradient_loss_U_0 | 0.000114      |
|    policy_gradient_loss_U_1 | -0.000109     |
|    value_loss               | 6.27          |
|    value_loss_B_0           | 4.89          |
|    value_loss_B_1           | 3.66          |
|    value_loss_U_0           | 3.76          |
|    value_loss_U_1           | 2.15          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8393587     |
|    benefit_1                | 0.6467425     |
|    bias_estimate            | 0.19261616    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 388           |
|    ep_rew_mean_B_0          | 558           |
|    ep_rew_mean_B_1          | 470           |
|    ep_rew_mean_U_0          | 479           |
|    ep_rew_mean_U_1          | 319           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 94            |
|    time_elapsed             | 1644          |
|    total_timesteps          | 376000        |
| train/                      |               |
|    approx_kl                | 8.5310225e-05 |
|    clip_fraction            | 0.000843      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0791       |
|    explained_variance       | 0.00936       |
|    explained_variance_B_0   | 0.0259        |
|    explained_variance_B_1   | 0.0175        |
|    explained_variance_U_0   | 0.0417        |
|    explained_variance_U_1   | 0.0461        |
|    learning_rate            | 1e-05         |
|    loss                     | 34.3          |
|    n_updates                | 930           |
|    policy_gradient_loss     | -0.000322     |
|    policy_gradient_loss_B_0 | -0.000156     |
|    policy_gradient_loss_B_1 | -9.33e-05     |
|    policy_gradient_loss_U_0 | -0.000312     |
|    policy_gradient_loss_U_1 | -0.000226     |
|    value_loss               | 6.02          |
|    value_loss_B_0           | 4.83          |
|    value_loss_B_1           | 3.58          |
|    value_loss_U_0           | 3.92          |
|    value_loss_U_1           | 1.85          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8572874     |
|    benefit_1                | 0.6438619     |
|    bias_estimate            | 0.21342552    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 389           |
|    ep_rew_mean_B_0          | 558           |
|    ep_rew_mean_B_1          | 471           |
|    ep_rew_mean_U_0          | 479           |
|    ep_rew_mean_U_1          | 318           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 95            |
|    time_elapsed             | 1661          |
|    total_timesteps          | 380000        |
| train/                      |               |
|    approx_kl                | 0.00015115758 |
|    clip_fraction            | 9.92e-05      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.075        |
|    explained_variance       | 2.84e-05      |
|    explained_variance_B_0   | 0.0183        |
|    explained_variance_B_1   | 0.0217        |
|    explained_variance_U_0   | 0.0236        |
|    explained_variance_U_1   | 0.0434        |
|    learning_rate            | 1e-05         |
|    loss                     | 5.81          |
|    n_updates                | 940           |
|    policy_gradient_loss     | -0.000265     |
|    policy_gradient_loss_B_0 | -0.000108     |
|    policy_gradient_loss_B_1 | 8.74e-05      |
|    policy_gradient_loss_U_0 | -0.000193     |
|    policy_gradient_loss_U_1 | 0.000144      |
|    value_loss               | 6.29          |
|    value_loss_B_0           | 4.64          |
|    value_loss_B_1           | 3.95          |
|    value_loss_U_0           | 3.68          |
|    value_loss_U_1           | 1.91          |
-----------------------------------------------
---------------------------------------------
| rollout/                    |             |
|    benefit_0                | 0.8620625   |
|    benefit_1                | 0.6632383   |
|    bias_estimate            | 0.19882423  |
|    ep_len_mean              | 2e+03       |
|    ep_rew_mean              | 389         |
|    ep_rew_mean_B_0          | 558         |
|    ep_rew_mean_B_1          | 471         |
|    ep_rew_mean_U_0          | 479         |
|    ep_rew_mean_U_1          | 317         |
| time/                       |             |
|    fps                      | 228         |
|    iterations               | 96          |
|    time_elapsed             | 1679        |
|    total_timesteps          | 384000      |
| train/                      |             |
|    approx_kl                | 0.000283739 |
|    clip_fraction            | 0           |
|    clip_range               | 0.2         |
|    entropy_loss             | -0.0693     |
|    explained_variance       | 0.00423     |
|    explained_variance_B_0   | 0.0201      |
|    explained_variance_B_1   | 0.0307      |
|    explained_variance_U_0   | 0.029       |
|    explained_variance_U_1   | 0.055       |
|    learning_rate            | 1e-05       |
|    loss                     | 4.56        |
|    n_updates                | 950         |
|    policy_gradient_loss     | -0.000219   |
|    policy_gradient_loss_B_0 | -1.12e-05   |
|    policy_gradient_loss_B_1 | 6.08e-05    |
|    policy_gradient_loss_U_0 | 0.000267    |
|    policy_gradient_loss_U_1 | 3.32e-05    |
|    value_loss               | 5.56        |
|    value_loss_B_0           | 4.86        |
|    value_loss_B_1           | 3.53        |
|    value_loss_U_0           | 3.6         |
|    value_loss_U_1           | 2.02        |
---------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8546158     |
|    benefit_1                | 0.6305917     |
|    bias_estimate            | 0.22402412    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 388           |
|    ep_rew_mean_B_0          | 559           |
|    ep_rew_mean_B_1          | 471           |
|    ep_rew_mean_U_0          | 479           |
|    ep_rew_mean_U_1          | 315           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 97            |
|    time_elapsed             | 1696          |
|    total_timesteps          | 388000        |
| train/                      |               |
|    approx_kl                | 0.00019905595 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0614       |
|    explained_variance       | 0.00184       |
|    explained_variance_B_0   | 0.0212        |
|    explained_variance_B_1   | 0.0194        |
|    explained_variance_U_0   | 0.0275        |
|    explained_variance_U_1   | 0.0434        |
|    learning_rate            | 1e-05         |
|    loss                     | 7.6           |
|    n_updates                | 960           |
|    policy_gradient_loss     | -0.000211     |
|    policy_gradient_loss_B_0 | -0.000287     |
|    policy_gradient_loss_B_1 | 4.25e-05      |
|    policy_gradient_loss_U_0 | 2.86e-06      |
|    policy_gradient_loss_U_1 | 0.000101      |
|    value_loss               | 7.08          |
|    value_loss_B_0           | 5.42          |
|    value_loss_B_1           | 3.4           |
|    value_loss_U_0           | 4.32          |
|    value_loss_U_1           | 1.93          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8519648     |
|    benefit_1                | 0.6446807     |
|    bias_estimate            | 0.2072841     |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 388           |
|    ep_rew_mean_B_0          | 559           |
|    ep_rew_mean_B_1          | 471           |
|    ep_rew_mean_U_0          | 479           |
|    ep_rew_mean_U_1          | 314           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 98            |
|    time_elapsed             | 1714          |
|    total_timesteps          | 392000        |
| train/                      |               |
|    approx_kl                | 2.9802839e-05 |
|    clip_fraction            | 9.92e-05      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0665       |
|    explained_variance       | 0.00553       |
|    explained_variance_B_0   | 0.0142        |
|    explained_variance_B_1   | 0.0206        |
|    explained_variance_U_0   | 0.0266        |
|    explained_variance_U_1   | 0.0447        |
|    learning_rate            | 1e-05         |
|    loss                     | 5.35          |
|    n_updates                | 970           |
|    policy_gradient_loss     | -7.04e-05     |
|    policy_gradient_loss_B_0 | -5.39e-05     |
|    policy_gradient_loss_B_1 | -4.95e-05     |
|    policy_gradient_loss_U_0 | -6.76e-06     |
|    policy_gradient_loss_U_1 | 5.15e-05      |
|    value_loss               | 5.98          |
|    value_loss_B_0           | 4.69          |
|    value_loss_B_1           | 3.77          |
|    value_loss_U_0           | 3.81          |
|    value_loss_U_1           | 1.81          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8601651     |
|    benefit_1                | 0.6286414     |
|    bias_estimate            | 0.2315237     |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 387           |
|    ep_rew_mean_B_0          | 559           |
|    ep_rew_mean_B_1          | 471           |
|    ep_rew_mean_U_0          | 479           |
|    ep_rew_mean_U_1          | 313           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 99            |
|    time_elapsed             | 1731          |
|    total_timesteps          | 396000        |
| train/                      |               |
|    approx_kl                | 4.6599584e-05 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0737       |
|    explained_variance       | 0.007         |
|    explained_variance_B_0   | 0.0304        |
|    explained_variance_B_1   | 0.017         |
|    explained_variance_U_0   | 0.0448        |
|    explained_variance_U_1   | 0.0487        |
|    learning_rate            | 1e-05         |
|    loss                     | 5.18          |
|    n_updates                | 980           |
|    policy_gradient_loss     | -0.000203     |
|    policy_gradient_loss_B_0 | -0.000245     |
|    policy_gradient_loss_B_1 | -1.48e-05     |
|    policy_gradient_loss_U_0 | -0.000344     |
|    policy_gradient_loss_U_1 | -0.000111     |
|    value_loss               | 5.99          |
|    value_loss_B_0           | 5.28          |
|    value_loss_B_1           | 3.32          |
|    value_loss_U_0           | 3.98          |
|    value_loss_U_1           | 1.68          |
-----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.8211475    |
|    benefit_1                | 0.60567355   |
|    bias_estimate            | 0.21547395   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 387          |
|    ep_rew_mean_B_0          | 560          |
|    ep_rew_mean_B_1          | 471          |
|    ep_rew_mean_U_0          | 478          |
|    ep_rew_mean_U_1          | 312          |
| time/                       |              |
|    fps                      | 228          |
|    iterations               | 100          |
|    time_elapsed             | 1749         |
|    total_timesteps          | 400000       |
| train/                      |              |
|    approx_kl                | 9.982768e-05 |
|    clip_fraction            | 0            |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.0663      |
|    explained_variance       | -0.00193     |
|    explained_variance_B_0   | 0.0213       |
|    explained_variance_B_1   | 0.024        |
|    explained_variance_U_0   | 0.027        |
|    explained_variance_U_1   | 0.0376       |
|    learning_rate            | 1e-05        |
|    loss                     | 4.28         |
|    n_updates                | 990          |
|    policy_gradient_loss     | -0.000122    |
|    policy_gradient_loss_B_0 | 2.67e-05     |
|    policy_gradient_loss_B_1 | -0.000176    |
|    policy_gradient_loss_U_0 | 8.38e-05     |
|    policy_gradient_loss_U_1 | 0.00014      |
|    value_loss               | 5.75         |
|    value_loss_B_0           | 4.84         |
|    value_loss_B_1           | 4.19         |
|    value_loss_U_0           | 3.66         |
|    value_loss_U_1           | 1.94         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8512557     |
|    benefit_1                | 0.62304467    |
|    bias_estimate            | 0.22821105    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 387           |
|    ep_rew_mean_B_0          | 560           |
|    ep_rew_mean_B_1          | 471           |
|    ep_rew_mean_U_0          | 478           |
|    ep_rew_mean_U_1          | 311           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 101           |
|    time_elapsed             | 1766          |
|    total_timesteps          | 404000        |
| train/                      |               |
|    approx_kl                | 0.00034450195 |
|    clip_fraction            | 0.00144       |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0779       |
|    explained_variance       | 0.0017        |
|    explained_variance_B_0   | 0.0194        |
|    explained_variance_B_1   | 0.0209        |
|    explained_variance_U_0   | 0.0289        |
|    explained_variance_U_1   | 0.0468        |
|    learning_rate            | 1e-05         |
|    loss                     | 8.22          |
|    n_updates                | 1000          |
|    policy_gradient_loss     | -0.000334     |
|    policy_gradient_loss_B_0 | -0.000276     |
|    policy_gradient_loss_B_1 | -0.000279     |
|    policy_gradient_loss_U_0 | -0.000786     |
|    policy_gradient_loss_U_1 | -0.000455     |
|    value_loss               | 5.7           |
|    value_loss_B_0           | 4.88          |
|    value_loss_B_1           | 3.46          |
|    value_loss_U_0           | 3.61          |
|    value_loss_U_1           | 1.84          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8235762     |
|    benefit_1                | 0.62493056    |
|    bias_estimate            | 0.19864565    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 387           |
|    ep_rew_mean_B_0          | 561           |
|    ep_rew_mean_B_1          | 472           |
|    ep_rew_mean_U_0          | 478           |
|    ep_rew_mean_U_1          | 309           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 102           |
|    time_elapsed             | 1784          |
|    total_timesteps          | 408000        |
| train/                      |               |
|    approx_kl                | 0.00013264194 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0646       |
|    explained_variance       | 0.00439       |
|    explained_variance_B_0   | 0.0317        |
|    explained_variance_B_1   | 0.0148        |
|    explained_variance_U_0   | 0.0408        |
|    explained_variance_U_1   | 0.037         |
|    learning_rate            | 1e-05         |
|    loss                     | 32.7          |
|    n_updates                | 1010          |
|    policy_gradient_loss     | -6.14e-05     |
|    policy_gradient_loss_B_0 | -0.000225     |
|    policy_gradient_loss_B_1 | 5.44e-06      |
|    policy_gradient_loss_U_0 | -1.79e-05     |
|    policy_gradient_loss_U_1 | 0.000217      |
|    value_loss               | 5.81          |
|    value_loss_B_0           | 4.97          |
|    value_loss_B_1           | 3.58          |
|    value_loss_U_0           | 3.81          |
|    value_loss_U_1           | 1.79          |
-----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.8224497    |
|    benefit_1                | 0.6537582    |
|    bias_estimate            | 0.16869146   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 388          |
|    ep_rew_mean_B_0          | 561          |
|    ep_rew_mean_B_1          | 472          |
|    ep_rew_mean_U_0          | 478          |
|    ep_rew_mean_U_1          | 309          |
| time/                       |              |
|    fps                      | 228          |
|    iterations               | 103          |
|    time_elapsed             | 1801         |
|    total_timesteps          | 412000       |
| train/                      |              |
|    approx_kl                | 0.0003027307 |
|    clip_fraction            | 0.000273     |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.0695      |
|    explained_variance       | 0.00439      |
|    explained_variance_B_0   | 0.0199       |
|    explained_variance_B_1   | 0.0155       |
|    explained_variance_U_0   | 0.0305       |
|    explained_variance_U_1   | 0.0466       |
|    learning_rate            | 1e-05        |
|    loss                     | 8.44         |
|    n_updates                | 1020         |
|    policy_gradient_loss     | -0.000163    |
|    policy_gradient_loss_B_0 | 5.19e-05     |
|    policy_gradient_loss_B_1 | 1.18e-05     |
|    policy_gradient_loss_U_0 | 0.000456     |
|    policy_gradient_loss_U_1 | 0.000368     |
|    value_loss               | 5.62         |
|    value_loss_B_0           | 5.11         |
|    value_loss_B_1           | 3.51         |
|    value_loss_U_0           | 3.58         |
|    value_loss_U_1           | 1.71         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.81288815    |
|    benefit_1                | 0.6200086     |
|    bias_estimate            | 0.19287956    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 388           |
|    ep_rew_mean_B_0          | 562           |
|    ep_rew_mean_B_1          | 473           |
|    ep_rew_mean_U_0          | 478           |
|    ep_rew_mean_U_1          | 308           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 104           |
|    time_elapsed             | 1819          |
|    total_timesteps          | 416000        |
| train/                      |               |
|    approx_kl                | 0.00013102092 |
|    clip_fraction            | 0.000124      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0613       |
|    explained_variance       | 0.00271       |
|    explained_variance_B_0   | 0.0267        |
|    explained_variance_B_1   | 0.0205        |
|    explained_variance_U_0   | 0.0405        |
|    explained_variance_U_1   | 0.0425        |
|    learning_rate            | 1e-05         |
|    loss                     | 12            |
|    n_updates                | 1030          |
|    policy_gradient_loss     | -0.000167     |
|    policy_gradient_loss_B_0 | -0.000188     |
|    policy_gradient_loss_B_1 | -0.000125     |
|    policy_gradient_loss_U_0 | -0.000372     |
|    policy_gradient_loss_U_1 | -0.000318     |
|    value_loss               | 6.36          |
|    value_loss_B_0           | 5.21          |
|    value_loss_B_1           | 3.75          |
|    value_loss_U_0           | 4.06          |
|    value_loss_U_1           | 2             |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8258363     |
|    benefit_1                | 0.6246623     |
|    bias_estimate            | 0.20117402    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 388           |
|    ep_rew_mean_B_0          | 562           |
|    ep_rew_mean_B_1          | 472           |
|    ep_rew_mean_U_0          | 478           |
|    ep_rew_mean_U_1          | 307           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 105           |
|    time_elapsed             | 1836          |
|    total_timesteps          | 420000        |
| train/                      |               |
|    approx_kl                | 3.3085027e-05 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.068        |
|    explained_variance       | 0.00993       |
